code_commune,nom_commune,nom_ville,nom_departement,nom_region
01001,L'Abergement-Clémenciat,L'Abergement-Clémenciat,Ain,Auvergne-Rhône-Alpes
01002,L'Abergement-de-Varey,L'Abergement-de-Varey,Ain,Auvergne-Rhône-Alpes
01004,Ambérieu-en-Bugey,Ambérieu-en-Bugey,Ain,Auvergne-Rhône-Alpes
01005,Ambérieux-en-Dombes,Ambérieux-en-Dombes,Ain,Auvergne-Rhône-Alpes
01006,Ambléon,Ambléon,Ain,Auvergne-Rhône-Alpes
01007,Ambronay,Ambronay,Ain,Auvergne-Rhône-Alpes
01008,Ambutrix,Ambutrix,Ain,Auvergne-Rhône-Alpes
01009,Andert-et-Condon,Andert-et-Condon,Ain,Auvergne-Rhône-Alpes
01010,Anglefort,Anglefort,Ain,Auvergne-Rhône-Alpes
01011,Apremont,Apremont,Ain,Auvergne-Rhône-Alpes
01012,Aranc,Aranc,Ain,Auvergne-Rhône-Alpes
01013,Arandas,Arandas,Ain,Auvergne-Rhône-Alpes
01014,Arbent,Arbent,Ain,Auvergne-Rhône-Alpes
01015,Arboys en Bugey,Arboys en Bugey,Ain,Auvergne-Rhône-Alpes
01016,Arbigny,Arbigny,Ain,Auvergne-Rhône-Alpes
01017,Argis,Argis,Ain,Auvergne-Rhône-Alpes
01019,Armix,Armix,Ain,Auvergne-Rhône-Alpes
01021,Ars-sur-Formans,Ars-sur-Formans,Ain,Auvergne-Rhône-Alpes
01022,Artemare,Artemare,Ain,Auvergne-Rhône-Alpes
01023,Asnières-sur-Saône,Asnières-sur-Saône,Ain,Auvergne-Rhône-Alpes
01024,Attignat,Attignat,Ain,Auvergne-Rhône-Alpes
01025,Bâgé-Dommartin,Bâgé-Dommartin,Ain,Auvergne-Rhône-Alpes
01026,Bâgé-le-Châtel,Bâgé-le-Châtel,Ain,Auvergne-Rhône-Alpes
01027,Balan,Balan,Ain,Auvergne-Rhône-Alpes
01028,Baneins,Baneins,Ain,Auvergne-Rhône-Alpes
01029,Beaupont,Beaupont,Ain,Auvergne-Rhône-Alpes
01030,Beauregard,Beauregard,Ain,Auvergne-Rhône-Alpes
01031,Bellignat,Bellignat,Ain,Auvergne-Rhône-Alpes
01032,Béligneux,Béligneux,Ain,Auvergne-Rhône-Alpes
01033,Valserhône,Valserhône,Ain,Auvergne-Rhône-Alpes
01034,Belley,Belley,Ain,Auvergne-Rhône-Alpes
01035,Belleydoux,Belleydoux,Ain,Auvergne-Rhône-Alpes
01036,Valromey-sur-Séran,Valromey-sur-Séran,Ain,Auvergne-Rhône-Alpes
01037,Bénonces,Bénonces,Ain,Auvergne-Rhône-Alpes
01038,Bény,Bény,Ain,Auvergne-Rhône-Alpes
01040,Béréziat,Béréziat,Ain,Auvergne-Rhône-Alpes
01041,Bettant,Bettant,Ain,Auvergne-Rhône-Alpes
01042,Bey,Bey,Ain,Auvergne-Rhône-Alpes
01043,Beynost,Beynost,Ain,Auvergne-Rhône-Alpes
01044,Billiat,Billiat,Ain,Auvergne-Rhône-Alpes
01045,Birieux,Birieux,Ain,Auvergne-Rhône-Alpes
01046,Biziat,Biziat,Ain,Auvergne-Rhône-Alpes
01047,Blyes,Blyes,Ain,Auvergne-Rhône-Alpes
01049,La Boisse,La Boisse,Ain,Auvergne-Rhône-Alpes
01050,Boissey,Boissey,Ain,Auvergne-Rhône-Alpes
01051,Bolozon,Bolozon,Ain,Auvergne-Rhône-Alpes
01052,Bouligneux,Bouligneux,Ain,Auvergne-Rhône-Alpes
01053,Bourg-en-Bresse,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes
01054,Bourg-Saint-Christophe,Bourg-Saint-Christophe,Ain,Auvergne-Rhône-Alpes
01056,Boyeux-Saint-Jérôme,Boyeux-Saint-Jérôme,Ain,Auvergne-Rhône-Alpes
01057,Boz,Boz,Ain,Auvergne-Rhône-Alpes
01058,Brégnier-Cordon,Brégnier-Cordon,Ain,Auvergne-Rhône-Alpes
01060,Brénod,Brénod,Ain,Auvergne-Rhône-Alpes
01061,Brens,Brens,Ain,Auvergne-Rhône-Alpes
01062,Bressolles,Bressolles,Ain,Auvergne-Rhône-Alpes
01063,Brion,Brion,Ain,Auvergne-Rhône-Alpes
01064,Briord,Briord,Ain,Auvergne-Rhône-Alpes
01065,Buellas,Buellas,Ain,Auvergne-Rhône-Alpes
01066,La Burbanche,La Burbanche,Ain,Auvergne-Rhône-Alpes
01067,Ceignes,Ceignes,Ain,Auvergne-Rhône-Alpes
01068,Cerdon,Cerdon,Ain,Auvergne-Rhône-Alpes
01069,Certines,Certines,Ain,Auvergne-Rhône-Alpes
01071,Cessy,Cessy,Ain,Auvergne-Rhône-Alpes
01072,Ceyzériat,Ceyzériat,Ain,Auvergne-Rhône-Alpes
01073,Ceyzérieu,Ceyzérieu,Ain,Auvergne-Rhône-Alpes
01074,Chalamont,Chalamont,Ain,Auvergne-Rhône-Alpes
01075,Chaleins,Chaleins,Ain,Auvergne-Rhône-Alpes
01076,Chaley,Chaley,Ain,Auvergne-Rhône-Alpes
01077,Challes-la-Montagne,Challes-la-Montagne,Ain,Auvergne-Rhône-Alpes
01078,Challex,Challex,Ain,Auvergne-Rhône-Alpes
01079,Champagne-en-Valromey,Champagne-en-Valromey,Ain,Auvergne-Rhône-Alpes
01080,Champdor-Corcelles,Champdor-Corcelles,Ain,Auvergne-Rhône-Alpes
01081,Champfromier,Champfromier,Ain,Auvergne-Rhône-Alpes
01082,Chanay,Chanay,Ain,Auvergne-Rhône-Alpes
01083,Chaneins,Chaneins,Ain,Auvergne-Rhône-Alpes
01084,Chanoz-Châtenay,Chanoz-Châtenay,Ain,Auvergne-Rhône-Alpes
01085,La Chapelle-du-Châtelard,La Chapelle-du-Châtelard,Ain,Auvergne-Rhône-Alpes
01087,Charix,Charix,Ain,Auvergne-Rhône-Alpes
01088,Charnoz-sur-Ain,Charnoz-sur-Ain,Ain,Auvergne-Rhône-Alpes
01089,Château-Gaillard,Château-Gaillard,Ain,Auvergne-Rhône-Alpes
01090,Châtenay,Châtenay,Ain,Auvergne-Rhône-Alpes
01092,Châtillon-la-Palud,Châtillon-la-Palud,Ain,Auvergne-Rhône-Alpes
01093,Châtillon-sur-Chalaronne,Châtillon-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01094,Chavannes-sur-Reyssouze,Chavannes-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01095,Nivigne et Suran,Nivigne et Suran,Ain,Auvergne-Rhône-Alpes
01096,Chaveyriat,Chaveyriat,Ain,Auvergne-Rhône-Alpes
01098,Chazey-Bons,Chazey-Bons,Ain,Auvergne-Rhône-Alpes
01099,Chazey-sur-Ain,Chazey-sur-Ain,Ain,Auvergne-Rhône-Alpes
01100,Cheignieu-la-Balme,Cheignieu-la-Balme,Ain,Auvergne-Rhône-Alpes
01101,Chevillard,Chevillard,Ain,Auvergne-Rhône-Alpes
01102,Chevroux,Chevroux,Ain,Auvergne-Rhône-Alpes
01103,Chevry,Chevry,Ain,Auvergne-Rhône-Alpes
01104,Chézery-Forens,Chézery-Forens,Ain,Auvergne-Rhône-Alpes
01105,Civrieux,Civrieux,Ain,Auvergne-Rhône-Alpes
01106,Cize,Cize,Ain,Auvergne-Rhône-Alpes
01107,Cleyzieu,Cleyzieu,Ain,Auvergne-Rhône-Alpes
01108,Coligny,Coligny,Ain,Auvergne-Rhône-Alpes
01109,Collonges,Collonges,Ain,Auvergne-Rhône-Alpes
01110,Colomieu,Colomieu,Ain,Auvergne-Rhône-Alpes
01111,Conand,Conand,Ain,Auvergne-Rhône-Alpes
01112,Condamine,Condamine,Ain,Auvergne-Rhône-Alpes
01113,Condeissiat,Condeissiat,Ain,Auvergne-Rhône-Alpes
01114,Confort,Confort,Ain,Auvergne-Rhône-Alpes
01115,Confrançon,Confrançon,Ain,Auvergne-Rhône-Alpes
01116,Contrevoz,Contrevoz,Ain,Auvergne-Rhône-Alpes
01117,Conzieu,Conzieu,Ain,Auvergne-Rhône-Alpes
01118,Corbonod,Corbonod,Ain,Auvergne-Rhône-Alpes
01121,Corlier,Corlier,Ain,Auvergne-Rhône-Alpes
01123,Cormoranche-sur-Saône,Cormoranche-sur-Saône,Ain,Auvergne-Rhône-Alpes
01124,Cormoz,Cormoz,Ain,Auvergne-Rhône-Alpes
01125,Corveissiat,Corveissiat,Ain,Auvergne-Rhône-Alpes
01127,Courmangoux,Courmangoux,Ain,Auvergne-Rhône-Alpes
01128,Courtes,Courtes,Ain,Auvergne-Rhône-Alpes
01129,Crans,Crans,Ain,Auvergne-Rhône-Alpes
01130,Bresse Vallons,Bresse Vallons,Ain,Auvergne-Rhône-Alpes
01133,Cressin-Rochefort,Cressin-Rochefort,Ain,Auvergne-Rhône-Alpes
01134,Crottet,Crottet,Ain,Auvergne-Rhône-Alpes
01135,Crozet,Crozet,Ain,Auvergne-Rhône-Alpes
01136,Cruzilles-lès-Mépillat,Cruzilles-lès-Mépillat,Ain,Auvergne-Rhône-Alpes
01138,Culoz-Béon,Culoz-Béon,Ain,Auvergne-Rhône-Alpes
01139,Curciat-Dongalon,Curciat-Dongalon,Ain,Auvergne-Rhône-Alpes
01140,Curtafond,Curtafond,Ain,Auvergne-Rhône-Alpes
01141,Cuzieu,Cuzieu,Ain,Auvergne-Rhône-Alpes
01142,Dagneux,Dagneux,Ain,Auvergne-Rhône-Alpes
01143,Divonne-les-Bains,Divonne-les-Bains,Ain,Auvergne-Rhône-Alpes
01145,Dompierre-sur-Veyle,Dompierre-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01146,Dompierre-sur-Chalaronne,Dompierre-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01147,Domsure,Domsure,Ain,Auvergne-Rhône-Alpes
01148,Dortan,Dortan,Ain,Auvergne-Rhône-Alpes
01149,Douvres,Douvres,Ain,Auvergne-Rhône-Alpes
01150,Drom,Drom,Ain,Auvergne-Rhône-Alpes
01151,Druillat,Druillat,Ain,Auvergne-Rhône-Alpes
01152,Échallon,Échallon,Ain,Auvergne-Rhône-Alpes
01153,Échenevex,Échenevex,Ain,Auvergne-Rhône-Alpes
01155,Évosges,Évosges,Ain,Auvergne-Rhône-Alpes
01156,Faramans,Faramans,Ain,Auvergne-Rhône-Alpes
01157,Fareins,Fareins,Ain,Auvergne-Rhône-Alpes
01158,Farges,Farges,Ain,Auvergne-Rhône-Alpes
01159,Feillens,Feillens,Ain,Auvergne-Rhône-Alpes
01160,Ferney-Voltaire,Ferney-Voltaire,Ain,Auvergne-Rhône-Alpes
01162,Flaxieu,Flaxieu,Ain,Auvergne-Rhône-Alpes
01163,Foissiat,Foissiat,Ain,Auvergne-Rhône-Alpes
01165,Francheleins,Francheleins,Ain,Auvergne-Rhône-Alpes
01166,Frans,Frans,Ain,Auvergne-Rhône-Alpes
01167,Garnerans,Garnerans,Ain,Auvergne-Rhône-Alpes
01169,Genouilleux,Genouilleux,Ain,Auvergne-Rhône-Alpes
01170,Béard-Géovreissiat,Béard-Géovreissiat,Ain,Auvergne-Rhône-Alpes
01171,Géovreisset,Géovreisset,Ain,Auvergne-Rhône-Alpes
01173,Gex,Gex,Ain,Auvergne-Rhône-Alpes
01174,Giron,Giron,Ain,Auvergne-Rhône-Alpes
01175,Gorrevod,Gorrevod,Ain,Auvergne-Rhône-Alpes
01177,Grand-Corent,Grand-Corent,Ain,Auvergne-Rhône-Alpes
01179,Grièges,Grièges,Ain,Auvergne-Rhône-Alpes
01180,Grilly,Grilly,Ain,Auvergne-Rhône-Alpes
01181,Groissiat,Groissiat,Ain,Auvergne-Rhône-Alpes
01183,Guéreins,Guéreins,Ain,Auvergne-Rhône-Alpes
01184,Hautecourt-Romanèche,Hautecourt-Romanèche,Ain,Auvergne-Rhône-Alpes
01185,Plateau d'Hauteville,Plateau d'Hauteville,Ain,Auvergne-Rhône-Alpes
01187,Haut Valromey,Haut Valromey,Ain,Auvergne-Rhône-Alpes
01188,Illiat,Illiat,Ain,Auvergne-Rhône-Alpes
01189,Injoux-Génissiat,Injoux-Génissiat,Ain,Auvergne-Rhône-Alpes
01190,Innimond,Innimond,Ain,Auvergne-Rhône-Alpes
01191,Izenave,Izenave,Ain,Auvergne-Rhône-Alpes
01192,Izernore,Izernore,Ain,Auvergne-Rhône-Alpes
01193,Izieu,Izieu,Ain,Auvergne-Rhône-Alpes
01194,Jassans-Riottier,Jassans-Riottier,Ain,Auvergne-Rhône-Alpes
01195,Jasseron,Jasseron,Ain,Auvergne-Rhône-Alpes
01196,Jayat,Jayat,Ain,Auvergne-Rhône-Alpes
01197,Journans,Journans,Ain,Auvergne-Rhône-Alpes
01198,Joyeux,Joyeux,Ain,Auvergne-Rhône-Alpes
01199,Jujurieux,Jujurieux,Ain,Auvergne-Rhône-Alpes
01200,Labalme,Labalme,Ain,Auvergne-Rhône-Alpes
01202,Lagnieu,Lagnieu,Ain,Auvergne-Rhône-Alpes
01203,Laiz,Laiz,Ain,Auvergne-Rhône-Alpes
01204,Le Poizat-Lalleyriat,Le Poizat-Lalleyriat,Ain,Auvergne-Rhône-Alpes
01206,Lantenay,Lantenay,Ain,Auvergne-Rhône-Alpes
01207,Lapeyrouse,Lapeyrouse,Ain,Auvergne-Rhône-Alpes
01208,Lavours,Lavours,Ain,Auvergne-Rhône-Alpes
01209,Léaz,Léaz,Ain,Auvergne-Rhône-Alpes
01210,Lélex,Lélex,Ain,Auvergne-Rhône-Alpes
01211,Lent,Lent,Ain,Auvergne-Rhône-Alpes
01212,Lescheroux,Lescheroux,Ain,Auvergne-Rhône-Alpes
01213,Leyment,Leyment,Ain,Auvergne-Rhône-Alpes
01214,Leyssard,Leyssard,Ain,Auvergne-Rhône-Alpes
01215,Surjoux-Lhopital,Surjoux-Lhopital,Ain,Auvergne-Rhône-Alpes
01216,Lhuis,Lhuis,Ain,Auvergne-Rhône-Alpes
01219,Lompnas,Lompnas,Ain,Auvergne-Rhône-Alpes
01224,Loyettes,Loyettes,Ain,Auvergne-Rhône-Alpes
01225,Lurcy,Lurcy,Ain,Auvergne-Rhône-Alpes
01227,Magnieu,Magnieu,Ain,Auvergne-Rhône-Alpes
01228,Maillat,Maillat,Ain,Auvergne-Rhône-Alpes
01229,Malafretaz,Malafretaz,Ain,Auvergne-Rhône-Alpes
01230,Mantenay-Montlin,Mantenay-Montlin,Ain,Auvergne-Rhône-Alpes
01231,Manziat,Manziat,Ain,Auvergne-Rhône-Alpes
01232,Marboz,Marboz,Ain,Auvergne-Rhône-Alpes
01233,Marchamp,Marchamp,Ain,Auvergne-Rhône-Alpes
01234,Marignieu,Marignieu,Ain,Auvergne-Rhône-Alpes
01235,Marlieux,Marlieux,Ain,Auvergne-Rhône-Alpes
01236,Marsonnas,Marsonnas,Ain,Auvergne-Rhône-Alpes
01237,Martignat,Martignat,Ain,Auvergne-Rhône-Alpes
01238,Massieux,Massieux,Ain,Auvergne-Rhône-Alpes
01239,Massignieu-de-Rives,Massignieu-de-Rives,Ain,Auvergne-Rhône-Alpes
01240,Matafelon-Granges,Matafelon-Granges,Ain,Auvergne-Rhône-Alpes
01241,Meillonnas,Meillonnas,Ain,Auvergne-Rhône-Alpes
01242,Mérignat,Mérignat,Ain,Auvergne-Rhône-Alpes
01243,Messimy-sur-Saône,Messimy-sur-Saône,Ain,Auvergne-Rhône-Alpes
01244,Meximieux,Meximieux,Ain,Auvergne-Rhône-Alpes
01245,Bohas-Meyriat-Rignat,Bohas-Meyriat-Rignat,Ain,Auvergne-Rhône-Alpes
01246,Mézériat,Mézériat,Ain,Auvergne-Rhône-Alpes
01247,Mijoux,Mijoux,Ain,Auvergne-Rhône-Alpes
01248,Mionnay,Mionnay,Ain,Auvergne-Rhône-Alpes
01249,Miribel,Miribel,Ain,Auvergne-Rhône-Alpes
01250,Misérieux,Misérieux,Ain,Auvergne-Rhône-Alpes
01252,Mogneneins,Mogneneins,Ain,Auvergne-Rhône-Alpes
01254,Montagnat,Montagnat,Ain,Auvergne-Rhône-Alpes
01255,Montagnieu,Montagnieu,Ain,Auvergne-Rhône-Alpes
01257,Montanges,Montanges,Ain,Auvergne-Rhône-Alpes
01258,Montceaux,Montceaux,Ain,Auvergne-Rhône-Alpes
01259,Montcet,Montcet,Ain,Auvergne-Rhône-Alpes
01260,Le Montellier,Le Montellier,Ain,Auvergne-Rhône-Alpes
01261,Monthieux,Monthieux,Ain,Auvergne-Rhône-Alpes
01262,Montluel,Montluel,Ain,Auvergne-Rhône-Alpes
01263,Montmerle-sur-Saône,Montmerle-sur-Saône,Ain,Auvergne-Rhône-Alpes
01264,Montracol,Montracol,Ain,Auvergne-Rhône-Alpes
01265,Montréal-la-Cluse,Montréal-la-Cluse,Ain,Auvergne-Rhône-Alpes
01266,Montrevel-en-Bresse,Montrevel-en-Bresse,Ain,Auvergne-Rhône-Alpes
01267,Nurieux-Volognat,Nurieux-Volognat,Ain,Auvergne-Rhône-Alpes
01268,Murs-et-Gélignieux,Murs-et-Gélignieux,Ain,Auvergne-Rhône-Alpes
01269,Nantua,Nantua,Ain,Auvergne-Rhône-Alpes
01272,Neuville-les-Dames,Neuville-les-Dames,Ain,Auvergne-Rhône-Alpes
01273,Neuville-sur-Ain,Neuville-sur-Ain,Ain,Auvergne-Rhône-Alpes
01274,Les Neyrolles,Les Neyrolles,Ain,Auvergne-Rhône-Alpes
01275,Neyron,Neyron,Ain,Auvergne-Rhône-Alpes
01276,Niévroz,Niévroz,Ain,Auvergne-Rhône-Alpes
01277,Nivollet-Montgriffon,Nivollet-Montgriffon,Ain,Auvergne-Rhône-Alpes
01279,Oncieu,Oncieu,Ain,Auvergne-Rhône-Alpes
01280,Ordonnaz,Ordonnaz,Ain,Auvergne-Rhône-Alpes
01281,Ornex,Ornex,Ain,Auvergne-Rhône-Alpes
01282,Outriaz,Outriaz,Ain,Auvergne-Rhône-Alpes
01283,Oyonnax,Oyonnax,Ain,Auvergne-Rhône-Alpes
01284,Ozan,Ozan,Ain,Auvergne-Rhône-Alpes
01285,Parcieux,Parcieux,Ain,Auvergne-Rhône-Alpes
01286,Parves et Nattages,Parves et Nattages,Ain,Auvergne-Rhône-Alpes
01288,Péron,Péron,Ain,Auvergne-Rhône-Alpes
01289,Péronnas,Péronnas,Ain,Auvergne-Rhône-Alpes
01290,Pérouges,Pérouges,Ain,Auvergne-Rhône-Alpes
01291,Perrex,Perrex,Ain,Auvergne-Rhône-Alpes
01293,Peyriat,Peyriat,Ain,Auvergne-Rhône-Alpes
01294,Peyrieu,Peyrieu,Ain,Auvergne-Rhône-Alpes
01295,Peyzieux-sur-Saône,Peyzieux-sur-Saône,Ain,Auvergne-Rhône-Alpes
01296,Pirajoux,Pirajoux,Ain,Auvergne-Rhône-Alpes
01297,Pizay,Pizay,Ain,Auvergne-Rhône-Alpes
01298,Plagne,Plagne,Ain,Auvergne-Rhône-Alpes
01299,Le Plantay,Le Plantay,Ain,Auvergne-Rhône-Alpes
01301,Polliat,Polliat,Ain,Auvergne-Rhône-Alpes
01302,Pollieu,Pollieu,Ain,Auvergne-Rhône-Alpes
01303,Poncin,Poncin,Ain,Auvergne-Rhône-Alpes
01304,Pont-d'Ain,Pont-d'Ain,Ain,Auvergne-Rhône-Alpes
01305,Pont-de-Vaux,Pont-de-Vaux,Ain,Auvergne-Rhône-Alpes
01306,Pont-de-Veyle,Pont-de-Veyle,Ain,Auvergne-Rhône-Alpes
01307,Port,Port,Ain,Auvergne-Rhône-Alpes
01308,Pougny,Pougny,Ain,Auvergne-Rhône-Alpes
01309,Pouillat,Pouillat,Ain,Auvergne-Rhône-Alpes
01310,Prémeyzel,Prémeyzel,Ain,Auvergne-Rhône-Alpes
01311,Prémillieu,Prémillieu,Ain,Auvergne-Rhône-Alpes
01313,Prévessin-Moëns,Prévessin-Moëns,Ain,Auvergne-Rhône-Alpes
01314,Priay,Priay,Ain,Auvergne-Rhône-Alpes
01317,Ramasse,Ramasse,Ain,Auvergne-Rhône-Alpes
01318,Rancé,Rancé,Ain,Auvergne-Rhône-Alpes
01319,Relevant,Relevant,Ain,Auvergne-Rhône-Alpes
01320,Replonges,Replonges,Ain,Auvergne-Rhône-Alpes
01321,Revonnas,Revonnas,Ain,Auvergne-Rhône-Alpes
01322,Reyrieux,Reyrieux,Ain,Auvergne-Rhône-Alpes
01323,Reyssouze,Reyssouze,Ain,Auvergne-Rhône-Alpes
01325,Rignieux-le-Franc,Rignieux-le-Franc,Ain,Auvergne-Rhône-Alpes
01328,Romans,Romans,Ain,Auvergne-Rhône-Alpes
01329,Rossillon,Rossillon,Ain,Auvergne-Rhône-Alpes
01330,Ruffieu,Ruffieu,Ain,Auvergne-Rhône-Alpes
01331,Saint-Alban,Saint-Alban,Ain,Auvergne-Rhône-Alpes
01332,Saint-André-de-Bâgé,Saint-André-de-Bâgé,Ain,Auvergne-Rhône-Alpes
01333,Saint-André-de-Corcy,Saint-André-de-Corcy,Ain,Auvergne-Rhône-Alpes
01334,Saint-André-d'Huiriat,Saint-André-d'Huiriat,Ain,Auvergne-Rhône-Alpes
01335,Saint-André-le-Bouchoux,Saint-André-le-Bouchoux,Ain,Auvergne-Rhône-Alpes
01336,Saint-André-sur-Vieux-Jonc,Saint-André-sur-Vieux-Jonc,Ain,Auvergne-Rhône-Alpes
01337,Saint-Bénigne,Saint-Bénigne,Ain,Auvergne-Rhône-Alpes
01338,Groslée-Saint-Benoit,Groslée-Saint-Benoit,Ain,Auvergne-Rhône-Alpes
01339,Saint-Bernard,Saint-Bernard,Ain,Auvergne-Rhône-Alpes
01342,Sainte-Croix,Sainte-Croix,Ain,Auvergne-Rhône-Alpes
01343,Saint-Cyr-sur-Menthon,Saint-Cyr-sur-Menthon,Ain,Auvergne-Rhône-Alpes
01344,Saint-Denis-lès-Bourg,Saint-Denis-lès-Bourg,Ain,Auvergne-Rhône-Alpes
01345,Saint-Denis-en-Bugey,Saint-Denis-en-Bugey,Ain,Auvergne-Rhône-Alpes
01346,Saint-Didier-d'Aussiat,Saint-Didier-d'Aussiat,Ain,Auvergne-Rhône-Alpes
01347,Saint-Didier-de-Formans,Saint-Didier-de-Formans,Ain,Auvergne-Rhône-Alpes
01348,Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01349,Saint-Éloi,Saint-Éloi,Ain,Auvergne-Rhône-Alpes
01350,Saint-Étienne-du-Bois,Saint-Étienne-du-Bois,Ain,Auvergne-Rhône-Alpes
01351,Saint-Étienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne,Ain,Auvergne-Rhône-Alpes
01352,Saint-Étienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01353,Sainte-Euphémie,Sainte-Euphémie,Ain,Auvergne-Rhône-Alpes
01354,Saint-Genis-Pouilly,Saint-Genis-Pouilly,Ain,Auvergne-Rhône-Alpes
01355,Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon,Ain,Auvergne-Rhône-Alpes
01356,Saint-Georges-sur-Renon,Saint-Georges-sur-Renon,Ain,Auvergne-Rhône-Alpes
01357,Saint-Germain-de-Joux,Saint-Germain-de-Joux,Ain,Auvergne-Rhône-Alpes
01358,Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses,Ain,Auvergne-Rhône-Alpes
01359,Saint-Germain-sur-Renon,Saint-Germain-sur-Renon,Ain,Auvergne-Rhône-Alpes
01360,Saint-Jean-de-Gonville,Saint-Jean-de-Gonville,Ain,Auvergne-Rhône-Alpes
01361,Saint-Jean-de-Niost,Saint-Jean-de-Niost,Ain,Auvergne-Rhône-Alpes
01362,Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux,Ain,Auvergne-Rhône-Alpes
01363,Saint-Jean-le-Vieux,Saint-Jean-le-Vieux,Ain,Auvergne-Rhône-Alpes
01364,Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01365,Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01366,Sainte-Julie,Sainte-Julie,Ain,Auvergne-Rhône-Alpes
01367,Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze,Ain,Auvergne-Rhône-Alpes
01368,Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle,Ain,Auvergne-Rhône-Alpes
01369,Saint-Just,Saint-Just,Ain,Auvergne-Rhône-Alpes
01370,Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône,Ain,Auvergne-Rhône-Alpes
01371,Saint-Marcel,Saint-Marcel,Ain,Auvergne-Rhône-Alpes
01372,Saint-Martin-de-Bavel,Saint-Martin-de-Bavel,Ain,Auvergne-Rhône-Alpes
01373,Saint-Martin-du-Frêne,Saint-Martin-du-Frêne,Ain,Auvergne-Rhône-Alpes
01374,Saint-Martin-du-Mont,Saint-Martin-du-Mont,Ain,Auvergne-Rhône-Alpes
01375,Saint-Martin-le-Châtel,Saint-Martin-le-Châtel,Ain,Auvergne-Rhône-Alpes
01376,Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost,Ain,Auvergne-Rhône-Alpes
01378,Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans,Ain,Auvergne-Rhône-Alpes
01379,Saint-Maurice-de-Rémens,Saint-Maurice-de-Rémens,Ain,Auvergne-Rhône-Alpes
01380,Saint-Nizier-le-Bouchoux,Saint-Nizier-le-Bouchoux,Ain,Auvergne-Rhône-Alpes
01381,Saint-Nizier-le-Désert,Saint-Nizier-le-Désert,Ain,Auvergne-Rhône-Alpes
01382,Sainte-Olive,Sainte-Olive,Ain,Auvergne-Rhône-Alpes
01383,Saint-Paul-de-Varax,Saint-Paul-de-Varax,Ain,Auvergne-Rhône-Alpes
01384,Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey,Ain,Auvergne-Rhône-Alpes
01385,Saint-Rémy,Saint-Rémy,Ain,Auvergne-Rhône-Alpes
01386,Saint-Sorlin-en-Bugey,Saint-Sorlin-en-Bugey,Ain,Auvergne-Rhône-Alpes
01387,Saint-Sulpice,Saint-Sulpice,Ain,Auvergne-Rhône-Alpes
01388,Saint-Trivier-de-Courtes,Saint-Trivier-de-Courtes,Ain,Auvergne-Rhône-Alpes
01389,Saint-Trivier-sur-Moignans,Saint-Trivier-sur-Moignans,Ain,Auvergne-Rhône-Alpes
01390,Saint-Vulbas,Saint-Vulbas,Ain,Auvergne-Rhône-Alpes
01391,Salavre,Salavre,Ain,Auvergne-Rhône-Alpes
01392,Samognat,Samognat,Ain,Auvergne-Rhône-Alpes
01393,Sandrans,Sandrans,Ain,Auvergne-Rhône-Alpes
01396,Sault-Brénaz,Sault-Brénaz,Ain,Auvergne-Rhône-Alpes
01397,Sauverny,Sauverny,Ain,Auvergne-Rhône-Alpes
01398,Savigneux,Savigneux,Ain,Auvergne-Rhône-Alpes
01399,Ségny,Ségny,Ain,Auvergne-Rhône-Alpes
01400,Seillonnaz,Seillonnaz,Ain,Auvergne-Rhône-Alpes
01401,Sergy,Sergy,Ain,Auvergne-Rhône-Alpes
01402,Sermoyer,Sermoyer,Ain,Auvergne-Rhône-Alpes
01403,Serrières-de-Briord,Serrières-de-Briord,Ain,Auvergne-Rhône-Alpes
01404,Serrières-sur-Ain,Serrières-sur-Ain,Ain,Auvergne-Rhône-Alpes
01405,Servas,Servas,Ain,Auvergne-Rhône-Alpes
01406,Servignat,Servignat,Ain,Auvergne-Rhône-Alpes
01407,Seyssel,Seyssel,Ain,Auvergne-Rhône-Alpes
01408,Simandre-sur-Suran,Simandre-sur-Suran,Ain,Auvergne-Rhône-Alpes
